tweet	user	start	end	language
428360634833436673	2307456361	17	17	lang1
428360634833436673	2307456361	18	19	lang1
428360634833436673	2307456361	22	22	lang1
450488963036229632	756587533	0	2	lang2
450488963036229632	756587533	3	3	lang1
450488963036229632	756587533	4	5	lang1
454636638866800642	43017370	0	1	ne
454636638866800642	43017370	2	3	lang1
454636638866800642	43017370	4	5	lang1
454636638866800642	43017370	8	9	lang1
454636638866800642	43017370	12	13	lang1
454636638866800642	43017370	16	17	lang1
454636638866800642	43017370	20	22	lang1
454636638866800642	43017370	24	28	lang2
454636638866800642	43017370	31	35	lang2
454636638866800642	43017370	38	43	lang2
454636638866800642	43017370	45	50	lang2
454636638866800642	43017370	58	59	ne
454636638866800642	43017370	61	62	ne
454636638866800642	43017370	63	64	ne
454636638866800642	43017370	65	66	lang1
454636638866800642	43017370	67	68	lang1
433055733936975872	9642242	8	13	ne
433055733936975872	9642242	15	15	lang1
433055733936975872	9642242	18	19	lang1
433055733936975872	9642242	20	21	lang1
433055733936975872	9642242	22	22	lang1
433055733936975872	9642242	23	23	lang1
433055733936975872	9642242	24	25	lang1
433055733936975872	9642242	26	27	lang1
433055733936975872	9642242	28	28	lang1
433055733936975872	9642242	29	30	lang1
433055733936975872	9642242	31	32	lang1
433055733936975872	9642242	33	33	lang1
433055733936975872	9642242	34	34	lang1
433055733936975872	9642242	36	36	lang1
433055733936975872	9642242	37	38	lang1
433055733936975872	9642242	40	40	lang1
433055733936975872	9642242	41	43	lang1
433055733936975872	9642242	44	44	lang1
433055733936975872	9642242	46	47	lang1
433055733936975872	9642242	48	48	lang1
433055733936975872	9642242	49	50	lang1
433055733936975872	9642242	54	54	lang1
433055733936975872	9642242	55	55	lang1
433055733936975872	9642242	56	56	lang1
433055733936975872	9642242	58	59	lang1
433055733936975872	9642242	60	60	lang1
433055733936975872	9642242	61	62	lang1
433055733936975872	9642242	63	64	lang1
433055733936975872	9642242	65	66	lang1
433055733936975872	9642242	67	67	lang1
433055733936975872	9642242	69	69	lang1
433055733936975872	9642242	70	70	lang1
433055733936975872	9642242	71	71	lang1
433055733936975872	9642242	72	72	lang1
433055733936975872	9642242	74	80	ne
433055733936975872	9642242	82	82	lang1
433055733936975872	9642242	84	84	lang1
433055733936975872	9642242	85	86	lang1
433055733936975872	9642242	87	88	ne
433055733936975872	9642242	89	89	ne
433055733936975872	9642242	90	90	lang1
456445685601038337	690663	1	6	ne
456445685601038337	690663	8	13	ne
456445685601038337	690663	15	16	lang1
456445685601038337	690663	18	20	lang2
456445685601038337	690663	25	26	lang1
456445685601038337	690663	27	27	lang1
456445685601038337	690663	28	28	lang1
456259408691867648	620833	0	1	ne
456259408691867648	620833	2	3	lang1
456259408691867648	620833	6	7	other
456259408691867648	620833	8	9	lang1
456259408691867648	620833	10	10	lang1
456259408691867648	620833	11	11	lang1
456259408691867648	620833	12	12	lang1
456259408691867648	620833	13	13	lang1
456259408691867648	620833	14	15	lang1
456259408691867648	620833	16	17	lang1
456259408691867648	620833	18	19	lang1
456259408691867648	620833	20	21	lang1
456259408691867648	620833	23	24	lang1
456259408691867648	620833	25	26	lang1
456259408691867648	620833	27	28	lang1
456259408691867648	620833	29	30	lang1
456259408691867648	620833	31	31	lang1
456259408691867648	620833	32	32	lang1
456259408691867648	620833	33	33	lang1
456259408691867648	620833	34	34	lang1
456259408691867648	620833	35	38	ne
456259408691867648	620833	47	49	lang1
456259408691867648	620833	50	50	lang2
456259408691867648	620833	51	53	lang1
456259408691867648	620833	54	54	lang1
456259408691867648	620833	56	56	lang1
456259408691867648	620833	57	58	ne
456259408691867648	620833	59	59	ne
456259408691867648	620833	60	61	lang1
456259408691867648	620833	62	63	lang1
456259408691867648	620833	64	65	lang1
456259408691867648	620833	66	66	lang1
438365352389398530	15792352	0	4	ne
438365352389398530	15792352	6	7	lang1
438365352389398530	15792352	8	9	lang1
438365352389398530	15792352	10	11	lang1
438365352389398530	15792352	13	14	lang1
438365352389398530	15792352	15	16	lang1
438365352389398530	15792352	17	18	lang1
438365352389398530	15792352	19	21	lang1
438365352389398530	15792352	22	23	lang1
438365352389398530	15792352	24	25	lang1
438365352389398530	15792352	28	29	lang1
438365352389398530	15792352	33	33	lang1
438365352389398530	15792352	34	35	lang1
438365352389398530	15792352	36	37	lang1
438365352389398530	15792352	38	38	lang1
438365352389398530	15792352	39	40	lang1
438365352389398530	15792352	41	41	lang1
438365352389398530	15792352	42	42	lang1
453914647460982784	13925232	11	18	ne
453914647460982784	13925232	20	20	lang1
453914647460982784	13925232	21	21	lang1
453914647460982784	13925232	22	23	lang1
453914647460982784	13925232	26	26	lang1
453914647460982784	13925232	29	37	ne
453914647460982784	13925232	39	41	lang2
453914647460982784	13925232	43	45	ne
453914647460982784	13925232	48	51	ne
450791826107035648	621173	0	1	lang1
450791826107035648	621173	2	3	lang1
450791826107035648	621173	4	11	lang2
450791826107035648	621173	12	13	lang1
450791826107035648	621173	14	14	lang1
450791826107035648	621173	16	17	lang1
450791826107035648	621173	21	21	lang1
450791826107035648	621173	23	24	lang1
450791826107035648	621173	25	27	ne
450791826107035648	621173	31	31	lang1
450791826107035648	621173	32	33	lang1
450791826107035648	621173	34	34	lang1
450791826107035648	621173	35	38	lang1
450791826107035648	621173	39	39	lang1
450791826107035648	621173	40	41	lang1
450791826107035648	621173	42	42	lang1
450791826107035648	621173	43	43	lang1
450791826107035648	621173	44	44	lang1
450791826107035648	621173	52	53	lang1
450791826107035648	621173	54	54	lang1
450791826107035648	621173	55	55	lang1
450791826107035648	621173	58	66	lang2
450791826107035648	621173	67	67	lang1
455729452186484736	820544	0	1	lang1
455729452186484736	820544	2	2	lang1
455729452186484736	820544	3	6	ne
455729452186484736	820544	7	8	lang1
455729452186484736	820544	9	10	lang1
455729452186484736	820544	11	11	lang1
446913666768588800	5450252	0	7	lang2
446913666768588800	5450252	9	10	lang2
446913666768588800	5450252	12	17	lang2
446913666768588800	5450252	21	22	ne
446913666768588800	5450252	23	25	ne
446913666768588800	5450252	28	43	ne
455533989101457409	4479261	3	4	lang1
455533989101457409	4479261	6	12	ne
455533989101457409	4479261	14	15	ne
455533989101457409	4479261	17	20	lang2
455533989101457409	4479261	22	27	ne
455533989101457409	4479261	29	30	ne
455533989101457409	4479261	32	34	ne
455533989101457409	4479261	36	38	ne
455533989101457409	4479261	41	42	ne
455533989101457409	4479261	45	48	ne
455533989101457409	4479261	50	56	ne
455533989101457409	4479261	58	59	lang1
455533989101457409	4479261	63	64	lang1
455533989101457409	4479261	65	65	lang1
455533989101457409	4479261	66	66	lang1
455533989101457409	4479261	67	67	lang1
455533989101457409	4479261	68	68	lang1
455533989101457409	4479261	69	69	lang1
455533989101457409	4479261	70	70	lang1
455533989101457409	4479261	73	73	lang1
455533989101457409	4479261	76	77	lang1
455533989101457409	4479261	78	78	lang1
455533989101457409	4479261	79	79	lang1
455533989101457409	4479261	80	81	lang1
455533989101457409	4479261	82	82	lang1
452749994471456768	12459	0	1	lang1
452749994471456768	12459	5	5	lang1
452749994471456768	12459	9	10	lang1
452749994471456768	12459	11	18	ne
452749994471456768	12459	19	20	lang1
452749994471456768	12459	22	22	lang1
452749994471456768	12459	23	24	lang1
452749994471456768	12459	25	25	lang1
452749994471456768	12459	26	28	ne
452749994471456768	12459	31	32	lang1
452749994471456768	12459	33	33	lang1
452749994471456768	12459	34	35	lang1
452749994471456768	12459	37	37	lang1
452749994471456768	12459	38	39	lang1
452749994471456768	12459	40	40	lang1
452749994471456768	12459	41	42	lang1
452749994471456768	12459	44	44	lang1
452749994471456768	12459	45	46	lang1
452749994471456768	12459	47	49	lang1
452749994471456768	12459	53	53	lang1
452749994471456768	12459	58	59	lang1
452749994471456768	12459	60	60	lang1
452749994471456768	12459	61	61	lang1
452749994471456768	12459	62	64	ne
452749994471456768	12459	66	66	other
452749994471456768	12459	67	67	lang1
452749994471456768	12459	68	69	lang1
452749994471456768	12459	70	71	lang1
452749994471456768	12459	72	72	lang1
435104515302256640	16865364	8	9	lang1
435104515302256640	16865364	10	11	lang1
435104515302256640	16865364	12	13	lang1
435104515302256640	16865364	14	15	lang1
435104515302256640	16865364	16	17	lang1
418775000460435456	137755143	2	2	lang1
418775000460435456	137755143	3	4	lang1
418775000460435456	137755143	5	6	lang1
418775000460435456	137755143	7	8	lang1
418775000460435456	137755143	9	9	lang1
418775000460435456	137755143	10	12	ne
418775000460435456	137755143	14	15	lang1
418775000460435456	137755143	16	17	lang1
418775000460435456	137755143	18	18	lang1
418775000460435456	137755143	19	20	lang1
418775000460435456	137755143	21	21	lang1
418775000460435456	137755143	22	23	lang1
418775000460435456	137755143	24	25	lang1
418775000460435456	137755143	26	27	lang1
418775000460435456	137755143	28	28	lang1
418775000460435456	137755143	30	31	lang1
418775000460435456	137755143	32	33	lang1
418775000460435456	137755143	34	35	lang1
418775000460435456	137755143	36	37	lang1
418775000460435456	137755143	38	40	lang1
418775000460435456	137755143	41	43	lang1
418775000460435456	137755143	45	46	lang1
418775000460435456	137755143	47	48	lang1
418775000460435456	137755143	51	51	lang1
418775000460435456	137755143	52	53	lang1
418775000460435456	137755143	54	55	lang1
418775000460435456	137755143	57	57	lang1
418775000460435456	137755143	58	58	lang1
418775000460435456	137755143	59	60	lang1
418775000460435456	137755143	61	62	lang1
418775000460435456	137755143	63	63	lang1
418775000460435456	137755143	65	66	lang1
418775000460435456	137755143	67	68	lang1
418775000460435456	137755143	69	70	lang1
418775000460435456	137755143	71	72	lang1
418775000460435456	137755143	73	74	lang1
418775000460435456	137755143	75	76	lang1
418775000460435456	137755143	77	77	lang1
418775000460435456	137755143	78	78	lang1
418775000460435456	137755143	81	82	lang1
418775000460435456	137755143	83	83	lang1
418775000460435456	137755143	84	85	lang1
418775000460435456	137755143	86	87	lang1
418775000460435456	137755143	91	96	lang2
454817325813088256	10292652	0	1	lang1
454817325813088256	10292652	3	9	ne
454817325813088256	10292652	11	11	ne
454817325813088256	10292652	13	14	lang1
454817325813088256	10292652	15	15	lang1
454817325813088256	10292652	17	18	lang1
454817325813088256	10292652	19	21	lang1
454817325813088256	10292652	22	23	lang1
454817325813088256	10292652	25	26	ne
454817325813088256	10292652	28	29	lang1
454817325813088256	10292652	30	31	lang1
454817325813088256	10292652	33	33	lang1
454817325813088256	10292652	34	34	lang1
454817325813088256	10292652	38	44	ne
454817325813088256	10292652	46	46	ne
454817325813088256	10292652	48	49	lang1
454817325813088256	10292652	51	52	lang1
454817325813088256	10292652	53	53	lang1
454817325813088256	10292652	55	61	ne
454817325813088256	10292652	63	63	ne
454817325813088256	10292652	65	67	lang1
454817325813088256	10292652	68	68	lang1
454817325813088256	10292652	69	69	lang1
454817325813088256	10292652	71	72	lang1
454817325813088256	10292652	73	73	lang1
454817325813088256	10292652	74	75	lang1
454817325813088256	10292652	76	77	lang1
454817325813088256	10292652	79	80	ne
454817325813088256	10292652	82	83	lang1
454817325813088256	10292652	84	85	lang1
454817325813088256	10292652	86	86	lang1
454817325813088256	10292652	88	89	lang1
454817325813088256	10292652	90	91	lang1
454817325813088256	10292652	92	93	lang1
454817325813088256	10292652	94	94	lang1
454817325813088256	10292652	95	95	lang1
454817325813088256	10292652	96	97	lang1
454817325813088256	10292652	98	99	lang1
454817325813088256	10292652	103	104	lang1
454817325813088256	10292652	105	107	lang1
454817325813088256	10292652	108	108	lang1
454817325813088256	10292652	109	109	lang1
454817325813088256	10292652	110	111	lang1
454817325813088256	10292652	112	113	lang1
454152878907600896	12299932	1	9	other
454152878907600896	12299932	11	12	lang2
454152878907600896	12299932	14	14	lang1
357876495164784641	14724912	0	0	lang1
357876495164784641	14724912	1	1	lang1
357876495164784641	14724912	3	3	lang1
357876495164784641	14724912	4	7	lang2
357876495164784641	14724912	8	9	lang1
357876495164784641	14724912	10	11	lang1
357876495164784641	14724912	12	13	lang1
357876495164784641	14724912	14	15	lang1
357876495164784641	14724912	16	18	lang1
357876495164784641	14724912	20	21	lang1
357876495164784641	14724912	22	23	lang1
357876495164784641	14724912	24	24	lang1
357876495164784641	14724912	25	25	lang1
357876495164784641	14724912	26	28	lang1
357876495164784641	14724912	29	29	lang1
357876495164784641	14724912	30	31	lang1
357876495164784641	14724912	33	34	lang1
357876495164784641	14724912	35	36	lang1
357876495164784641	14724912	37	38	lang1
357876495164784641	14724912	41	41	lang1
357876495164784641	14724912	42	43	lang1
357876495164784641	14724912	44	44	lang1
79902103753064448	7810212	1	6	other
79902103753064448	7810212	8	10	lang1
79902103753064448	7810212	12	12	lang1
79902103753064448	7810212	13	15	lang1
79902103753064448	7810212	16	16	lang1
79902103753064448	7810212	17	17	lang1
79902103753064448	7810212	18	18	lang1
79902103753064448	7810212	22	28	ne
79902103753064448	7810212	31	31	lang1
79902103753064448	7810212	32	34	other
455660545157234688	764182	0	5	ne
455660545157234688	764182	7	8	lang1
455660545157234688	764182	9	10	ne
455660545157234688	764182	12	12	lang1
455660545157234688	764182	13	13	lang1
455660545157234688	764182	15	16	lang2
455660545157234688	764182	18	19	lang2
455660545157234688	764182	21	30	lang2
455660545157234688	764182	32	33	lang1
455660545157234688	764182	34	34	lang1
455660545157234688	764182	35	36	lang1
455660545157234688	764182	37	37	lang1
455660545157234688	764182	39	44	ne
455660545157234688	764182	46	46	lang1
455660545157234688	764182	47	48	lang1
455660545157234688	764182	50	51	lang1
455660545157234688	764182	52	53	lang1
455660545157234688	764182	54	54	lang1
455660545157234688	764182	55	55	lang1
455660545157234688	764182	56	57	lang1
455660545157234688	764182	58	58	lang1
448088408414380033	6970842	1	10	ne
448088408414380033	6970842	12	13	lang1
448088408414380033	6970842	14	17	lang1
448088408414380033	6970842	18	19	lang1
448088408414380033	6970842	20	20	lang1
448088408414380033	6970842	21	21	lang1
448088408414380033	6970842	23	29	ne
448088408414380033	6970842	31	32	lang1
409199660679434240	277813	1	2	lang1
409199660679434240	277813	3	3	lang1
409199660679434240	277813	4	4	lang1
409199660679434240	277813	5	6	lang1
409199660679434240	277813	8	9	lang1
409199660679434240	277813	10	10	lang1
409199660679434240	277813	11	11	lang1
409199660679434240	277813	12	12	lang1
409199660679434240	277813	13	13	lang1
409199660679434240	277813	14	14	lang1
409199660679434240	277813	15	15	lang1
409199660679434240	277813	16	16	lang1
409199660679434240	277813	19	19	lang1
409199660679434240	277813	20	21	lang1
409199660679434240	277813	23	23	lang1
409199660679434240	277813	24	24	lang1
409199660679434240	277813	29	30	lang1
409199660679434240	277813	31	32	lang1
409199660679434240	277813	33	34	lang1
409199660679434240	277813	36	38	lang1
409199660679434240	277813	39	40	lang1
409199660679434240	277813	41	42	lang1
409199660679434240	277813	45	53	other
409199660679434240	277813	57	57	lang1
409199660679434240	277813	58	59	lang1
409199660679434240	277813	60	61	lang1
409199660679434240	277813	62	64	lang1
409199660679434240	277813	66	67	lang1
409199660679434240	277813	68	68	lang1
409199660679434240	277813	69	70	lang1
409199660679434240	277813	71	72	lang1
409199660679434240	277813	73	74	lang1
409199660679434240	277813	75	76	lang1
409199660679434240	277813	77	77	lang1
409199660679434240	277813	78	79	lang1
409199660679434240	277813	80	81	lang1
409199660679434240	277813	82	82	lang1
409199660679434240	277813	86	102	other
422609747984920576	797285	0	0	lang1
422609747984920576	797285	1	2	lang1
422609747984920576	797285	5	8	lang1
422609747984920576	797285	10	15	ne
422609747984920576	797285	20	21	lang1
422609747984920576	797285	23	29	ne
422609747984920576	797285	31	34	lang1
422609747984920576	797285	35	36	lang1
422609747984920576	797285	37	37	lang1
422609747984920576	797285	38	39	lang1
422609747984920576	797285	42	45	other
422609747984920576	797285	47	47	other
422609747984920576	797285	49	49	lang1
422609747984920576	797285	50	50	lang1
422609747984920576	797285	51	52	lang1
422609747984920576	797285	54	55	lang1
422609747984920576	797285	56	58	lang1
422609747984920576	797285	59	60	lang1
422609747984920576	797285	61	61	lang1
422609747984920576	797285	62	63	lang1
422609747984920576	797285	64	64	lang1
422609747984920576	797285	65	66	lang1
422609747984920576	797285	69	72	other
422609747984920576	797285	74	74	other
422609747984920576	797285	77	77	lang1
453335325692014592	800714	1	7	other
453335325692014592	800714	9	9	lang1
453335325692014592	800714	11	12	lang1
453335325692014592	800714	13	14	lang1
453335325692014592	800714	15	16	lang1
453335325692014592	800714	17	18	lang1
453335325692014592	800714	19	25	ne
453335325692014592	800714	26	26	lang1
389034264139808768	50940456	0	0	lang1
389034264139808768	50940456	1	1	lang1
389034264139808768	50940456	2	2	lang1
389034264139808768	50940456	3	3	lang1
389034264139808768	50940456	4	5	lang1
389034264139808768	50940456	6	7	lang1
389034264139808768	50940456	8	9	lang1
389034264139808768	50940456	10	11	lang1
389034264139808768	50940456	12	13	lang1
389034264139808768	50940456	15	15	lang1
389034264139808768	50940456	17	18	lang1
389034264139808768	50940456	19	19	lang1
389034264139808768	50940456	20	21	lang1
389034264139808768	50940456	22	23	lang1
389034264139808768	50940456	25	26	lang1
389034264139808768	50940456	27	27	lang1
389034264139808768	50940456	30	30	lang1
389034264139808768	50940456	31	32	lang1
389034264139808768	50940456	33	34	lang1
389034264139808768	50940456	36	36	lang1
389034264139808768	50940456	37	38	lang1
389034264139808768	50940456	39	39	lang1
389034264139808768	50940456	42	42	lang1
389034264139808768	50940456	43	43	lang1
389034264139808768	50940456	44	44	lang1
389034264139808768	50940456	45	46	lang1
389034264139808768	50940456	53	66	other
453720924450078720	4821161	0	1	lang1
453720924450078720	4821161	2	2	lang1
453720924450078720	4821161	4	10	ne
453720924450078720	4821161	12	17	ne
453720924450078720	4821161	19	19	lang1
453720924450078720	4821161	20	22	lang1
453720924450078720	4821161	24	30	ne
453720924450078720	4821161	32	34	ne
453720924450078720	4821161	36	41	ne
444360601184129024	7179342	0	0	lang1
444360601184129024	7179342	1	1	lang1
444360601184129024	7179342	2	3	lang1
444360601184129024	7179342	4	4	lang1
444360601184129024	7179342	5	6	lang1
444360601184129024	7179342	15	19	ne
444360601184129024	7179342	21	22	lang1
444360601184129024	7179342	25	31	ne
444360601184129024	7179342	33	34	lang1
444360601184129024	7179342	37	37	lang1
444360601184129024	7179342	38	38	lang1
444360601184129024	7179342	40	40	lang1
444360601184129024	7179342	42	48	ne
444360601184129024	7179342	50	51	lang1
444360601184129024	7179342	52	53	lang1
444360601184129024	7179342	54	55	lang1
444360601184129024	7179342	56	57	lang1
444360601184129024	7179342	58	58	lang1
444360601184129024	7179342	60	61	lang1
444360601184129024	7179342	62	62	lang1
444360601184129024	7179342	63	63	lang1
444360601184129024	7179342	66	67	lang1
444360601184129024	7179342	68	68	lang1
444360601184129024	7179342	71	72	lang1
444360601184129024	7179342	74	78	ne
144942992082485249	40908875	0	6	ne
144942992082485249	40908875	8	11	lang1
144942992082485249	40908875	12	12	lang1
144942992082485249	40908875	13	14	lang1
144942992082485249	40908875	15	16	lang1
144942992082485249	40908875	17	19	lang1
144942992082485249	40908875	21	21	lang1
144942992082485249	40908875	22	24	lang1
144942992082485249	40908875	25	26	lang1
144942992082485249	40908875	27	28	lang1
144942992082485249	40908875	29	30	lang1
144942992082485249	40908875	31	31	lang1
144942992082485249	40908875	33	39	ne
144942992082485249	40908875	41	42	lang1
144942992082485249	40908875	43	44	lang1
144942992082485249	40908875	45	45	lang1
144942992082485249	40908875	46	46	lang1
144942992082485249	40908875	47	48	lang1
144942992082485249	40908875	53	54	lang1
144942992082485249	40908875	55	56	lang1
144942992082485249	40908875	57	57	lang1
144942992082485249	40908875	59	65	ne
144942992082485249	40908875	67	68	lang1
144942992082485249	40908875	69	70	lang1
144942992082485249	40908875	73	74	lang1
144942992082485249	40908875	76	82	ne
144942992082485249	40908875	84	86	lang2
144942992082485249	40908875	88	93	ne
144942992082485249	40908875	95	95	lang1
144942992082485249	40908875	97	103	ne
144942992082485249	40908875	105	107	lang2
144942992082485249	40908875	109	115	ne
144942992082485249	40908875	119	120	ne
455969580578394112	5981612	1	5	other
455969580578394112	5981612	8	16	other
455969580578394112	5981612	19	23	other
455969580578394112	5981612	25	26	lang1
455969580578394112	5981612	27	27	lang1
455969580578394112	5981612	29	30	other
455969580578394112	5981612	33	33	lang1
455969580578394112	5981612	45	46	lang1
455969580578394112	5981612	47	49	lang1
455969580578394112	5981612	50	51	lang1
453812789753032704	7250232	0	1	lang1
453812789753032704	7250232	2	2	lang1
453812789753032704	7250232	3	4	lang1
453812789753032704	7250232	5	7	lang2
453812789753032704	7250232	8	8	lang1
453812789753032704	7250232	9	9	lang1
453812789753032704	7250232	11	11	lang1
453812789753032704	7250232	12	12	lang1
453812789753032704	7250232	13	14	ne
453812789753032704	7250232	15	16	ne
453812789753032704	7250232	17	18	ne
453812789753032704	7250232	19	21	ne
453812789753032704	7250232	23	23	lang1
453812789753032704	7250232	24	24	lang1
453812789753032704	7250232	28	29	lang1
453812789753032704	7250232	30	30	lang1
453812789753032704	7250232	31	31	lang1
453812789753032704	7250232	32	32	lang1
453812789753032704	7250232	34	34	lang1
453812789753032704	7250232	38	38	lang1
453812789753032704	7250232	39	40	lang1
453812789753032704	7250232	41	41	lang1
453812789753032704	7250232	42	42	lang1
453812789753032704	7250232	43	44	lang1
453812789753032704	7250232	45	45	lang1
453812789753032704	7250232	47	49	lang1
453812789753032704	7250232	50	51	lang1
453812789753032704	7250232	52	52	lang1
454439551289679872	333093	0	1	lang1
454439551289679872	333093	2	2	lang1
454439551289679872	333093	3	4	lang1
454439551289679872	333093	8	9	lang1
454439551289679872	333093	10	10	lang1
454439551289679872	333093	19	19	lang1
454439551289679872	333093	20	21	lang1
454439551289679872	333093	22	23	lang1
454439551289679872	333093	24	25	lang1
454439551289679872	333093	27	30	other
454439551289679872	333093	32	33	other
454439551289679872	333093	35	37	lang2
456390922305945600	626593	7	8	lang1
456390922305945600	626593	9	9	lang1
456390922305945600	626593	12	15	lang2
456390922305945600	626593	17	18	lang1
456390922305945600	626593	21	26	lang2
445606456575139840	34888183	0	5	ne
445606456575139840	34888183	7	8	lang1
445606456575139840	34888183	9	9	lang1
445606456575139840	34888183	10	11	lang1
445606456575139840	34888183	12	13	lang1
445606456575139840	34888183	14	14	lang1
447977917000069120	7337472	0	0	lang1
447977917000069120	7337472	4	4	lang1
447977917000069120	7337472	5	6	lang1
447977917000069120	7337472	7	8	lang1
447977917000069120	7337472	10	11	lang1
447977917000069120	7337472	12	12	lang1
447977917000069120	7337472	13	13	lang1
447977917000069120	7337472	14	16	lang1
447977917000069120	7337472	18	18	lang1
447977917000069120	7337472	19	19	lang1
447977917000069120	7337472	20	20	lang1
447977917000069120	7337472	21	22	lang1
447977917000069120	7337472	23	24	lang1
447977917000069120	7337472	25	25	lang1
447977917000069120	7337472	27	28	lang1
447977917000069120	7337472	29	30	lang1
447977917000069120	7337472	31	33	lang1
447977917000069120	7337472	35	36	lang1
447977917000069120	7337472	37	37	lang1
447977917000069120	7337472	38	38	lang1
447977917000069120	7337472	39	39	lang1
447977917000069120	7337472	42	43	lang1
447977917000069120	7337472	44	45	ne
447977917000069120	7337472	47	47	lang1
447977917000069120	7337472	48	48	lang1
447977917000069120	7337472	49	50	lang1
447977917000069120	7337472	51	52	lang1
447977917000069120	7337472	53	53	lang1
447977917000069120	7337472	54	54	lang1
447977917000069120	7337472	56	57	lang1
447977917000069120	7337472	58	58	lang1
447977917000069120	7337472	59	59	lang1
447977917000069120	7337472	60	60	lang1
447977917000069120	7337472	61	62	lang1
447977917000069120	7337472	63	64	lang1
447977917000069120	7337472	65	67	lang1
447977917000069120	7337472	68	68	lang1
447977917000069120	7337472	71	71	lang1
447977917000069120	7337472	72	72	lang1
447977917000069120	7337472	73	73	lang1
447977917000069120	7337472	75	77	lang1
447977917000069120	7337472	78	78	lang1
447977917000069120	7337472	81	82	lang1
447977917000069120	7337472	83	84	lang1
447977917000069120	7337472	85	86	lang1
447977917000069120	7337472	87	88	lang1
447977917000069120	7337472	89	89	lang1
447977917000069120	7337472	93	93	lang1
447977917000069120	7337472	94	94	lang1
447977917000069120	7337472	95	95	lang1
447977917000069120	7337472	96	96	lang1
447977917000069120	7337472	97	97	lang1
447977917000069120	7337472	102	102	lang1
447977917000069120	7337472	103	104	lang1
447977917000069120	7337472	105	105	lang1
447977917000069120	7337472	106	106	lang1
447977917000069120	7337472	107	107	lang1
447977917000069120	7337472	112	116	ne
447977917000069120	7337472	117	117	lang1
447977917000069120	7337472	118	119	lang1
447977917000069120	7337472	120	120	lang1
447977917000069120	7337472	121	123	lang1
447977917000069120	7337472	124	124	lang1
447977917000069120	7337472	125	126	lang1
447977917000069120	7337472	127	127	lang1
245955322680856576	17033407	1	8	other
245955322680856576	17033407	10	11	lang1
245955322680856576	17033407	13	16	other
245955322680856576	17033407	18	19	lang1
245955322680856576	17033407	20	20	lang1
245955322680856576	17033407	21	21	lang1
245955322680856576	17033407	23	26	ne
245955322680856576	17033407	28	32	ne
245955322680856576	17033407	34	34	ne
245955322680856576	17033407	36	40	ne
245955322680856576	17033407	44	45	lang1
